week_date,danceability,energy,valence,acousticness,tempo,loudness,speechiness,instrumentalness,liveness,key,mode,neg,neu,pos,compound,num_songs_on_chart,spotify_track_explicit,Peak Position,Weeks on Chart,year,month,day_of_year,week_of_year,quarter,is_holiday_season,DATE,USREC,UNRATE,GDP,CPIAUCSL,dominant_topic,second_topic,dominant_topic_prob,second_topic_prob,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,dominant_topic_label,second_topic_label
1986-11-30,0.6427366228070175,0.6555758552631579,0.6661353881578947,0.1867007803289473,118.50725853070176,-10.150075021929824,0.0405613618421052,0.0216885985526315,0.1716855307017543,5.298333333333334,0.6806798245614035,0.072442,0.77632,0.15121,0.4911198,100.0,0.0,38.816,8.202,1986.0,11.0,319.0,46.0,4.0,1.0,1986-11-01,0,6.9,4657.627,110.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,0.647380012733186,0.6468047318798653,0.6634848566585139,0.2170355823569763,118.82743977049584,-10.231873830234411,0.0409331593752191,0.0195503378359719,0.1635603075798617,5.180632626762045,0.7320771091941931,0.070435,0.7703175,0.1592524999999999,0.4940105,100.0,0.0,38.525,8.3475,1986.0,12.0,350.5,50.5,4.0,1.0,1986-12-01,0,6.6,4657.627,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-31,0.6431805627147766,0.6462201245704466,0.6495676374570446,0.2299508780068728,118.16806636597936,-10.258031593642611,0.0413933397766322,0.0208502838917525,0.1606987650343642,5.282689003436426,0.7400773195876289,0.072784,0.76881,0.1583839999999999,0.4639654,100.0,0.0,37.792,9.892,1987.0,1.0,17.0,3.0,1.0,0.0,1987-01-01,0,6.6,4722.156,111.4,20,14,0.09321549,0.08660017,0.02634585,0.033679243,0.036058515,0.03404956,0.014106408,0.013557003,0.07088788,0.04032379,0.025962036,0.015732095,0.020441063,0.019541724,0.0107487,0.013523737,0.08660017,0.009193708,0.02495525,0.03768457,0.037813596,0.04273568,0.09321549,0.0744793,0.030830579,0.006744192,0.03581624,0.033726335,0.023048446,0.028264297,0.00819497,0.05173962,,
1987-02-28,0.6363852886166418,0.6432480233290878,0.6486102271168663,0.22645929729442,115.85442000291492,-10.20506596761185,0.0421398470122985,0.0229317171855003,0.158649238358401,5.312328264657142,0.6595253477392335,0.0756524999999999,0.7733275,0.15094,0.46838475,100.0,0.0,40.3725,8.915,1987.0,2.0,48.5,7.5,1.0,0.0,1987-02-01,0,6.6,4722.156,111.8,14,20,0.10020511,0.08195806,0.032733727,0.03792584,0.034292363,0.04155841,0.013540742,0.01607386,0.06287638,0.03782303,0.029137738,0.016628332,0.012085746,0.018447565,0.02107002,0.013901525,0.10020511,0.010695435,0.030937698,0.04352507,0.038994584,0.037582222,0.08195806,0.053533405,0.029706703,0.0039066984,0.034139607,0.040198606,0.013508445,0.033954244,0.009771558,0.049287308,,
1987-03-31,0.6328342696629213,0.6562162921348313,0.6489915730337078,0.1949491516853931,118.1123426966292,-9.92204775280899,0.0453668539325842,0.0301202162921347,0.1529112359550561,5.438202247191011,0.6207865168539326,0.0709274999999999,0.7869925,0.1419925,0.45259625,100.0,0.0,40.06,8.395,1987.0,3.0,76.5,11.5,1.0,0.0,1987-03-01,0,6.6,4722.156,112.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,0.6330955292702485,0.6666053194333066,0.6550394613739642,0.1690622337276128,121.6534431635926,-9.850133487035553,0.0479197774659181,0.0404665604450681,0.1698661921946003,5.702987169206095,0.658981555733761,0.06354,0.7955575,0.1408125,0.4780797499999999,100.0,0.0,39.63,8.1125,1987.0,4.0,104.5,15.5,2.0,0.0,1987-04-01,0,6.3,4806.16,112.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,0.6296482002329755,0.6629043868179261,0.6511370002905957,0.1729771459448915,121.86180980866824,-10.027655092685093,0.0464742290387514,0.0312096043197688,0.1609531052100209,5.496877760192367,0.7147143430851296,0.06991,0.7755780000000001,0.154468,0.4805692,100.0,0.0,38.234,8.428,1987.0,5.0,136.0,20.0,2.0,0.0,1987-05-01,0,6.3,4806.16,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,0.6352142187811864,0.6819392596538809,0.6569971829394291,0.1751140086016108,122.11163511911052,-10.026922571560236,0.0469378999580265,0.0306114052322184,0.159062576205194,4.999323068930295,0.7385229914409496,0.0640025,0.7730975,0.1629125,0.539045,100.0,0.0,39.307500000000005,8.2475,1987.0,6.0,167.5,24.5,2.0,0.0,1987-06-01,0,6.2,4806.16,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,0.6310577727454982,0.6786960105768998,0.6543272832069694,0.1853131262104808,120.19041103496878,-10.26088403683993,0.0477237885318704,0.038317660812465,0.1641121809008285,4.799228755072781,0.7327419139267576,0.0595075,0.77783,0.1626699999999999,0.5623957500000001,100.0,0.0173082063619352,38.5325,8.43,1987.0,7.0,195.5,28.5,3.0,0.0,1987-07-01,0,6.1,4884.555,113.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,0.6437731077478742,0.6857873135341472,0.67745413735721,0.1787259669931389,118.738631759082,-10.239358670092662,0.048137442129509,0.0410955079781105,0.1610297395555291,5.242428945333328,0.7019471258649993,0.0604759999999999,0.795616,0.143808,0.4877501999999999,100.0,0.0139037800729389,38.03,8.452,1987.0,8.0,227.0,33.0,3.0,0.0,1987-08-01,0,6.0,4884.555,114.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,0.6338599089635855,0.687569887955182,0.6815408613445377,0.1617194478291316,121.82438074229692,-10.199658298319328,0.0438437745098039,0.0378367173319327,0.1640846148459383,4.911064425770308,0.6873249299719888,0.0691225,0.79494,0.1358399999999999,0.4047879999999999,100.0,0.0116963064295485,38.6125,8.1525,1987.0,9.0,258.5,37.5,3.0,0.0,1987-09-01,0,5.9,4884.555,114.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,0.6381755614973261,0.7091926203208556,0.6907471657754011,0.1499713489304812,124.6076165775401,-9.72719155080214,0.0442845026737967,0.0236579245454544,0.1632246764705881,5.4774064171123,0.7022994652406418,0.074858,0.770184,0.154866,0.4716398,100.0,0.0113143454402925,37.266,8.488,1987.0,10.0,290.0,42.0,4.0,0.0,1987-10-01,0,6.0,5007.994,115.0,14,20,0.11000317,0.094241574,0.05839056,0.03898402,0.03144418,0.039870072,0.014673753,0.01617017,0.05861227,0.03433696,0.019157093,0.017514838,0.020158395,0.019524274,0.015984375,0.009825873,0.11000317,0.024909424,0.026435507,0.038564865,0.03761052,0.037129674,0.094241574,0.043742117,0.016834851,0.01379153,0.025394531,0.031199748,0.015565323,0.0333137,0.01668899,0.039927684,,
1987-11-30,0.6237380681818181,0.6960359217171717,0.6488715277777778,0.1656495189393939,123.97849431818182,-9.609294823232322,0.0437820265151514,0.0173354477904039,0.1644203156565656,5.737626262626263,0.7053030303030303,0.063335,0.7769299999999999,0.1596775,0.5354235,100.0,0.0056179775280898,38.3125,8.21,1987.0,11.0,321.5,46.5,4.0,1.0,1987-11-01,0,5.8,5007.994,115.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,0.6272450923414696,0.6932709866976624,0.6412510654784966,0.1768755762624305,122.56363944853416,-9.485264238667185,0.0451616330879503,0.0181101395131085,0.1729252260105901,5.755456541392225,0.6790972491282449,0.0602499999999999,0.7777575,0.1619874999999999,0.5767472499999999,100.0,0.0,36.9525,8.9175,1987.0,12.0,349.5,50.5,4.0,1.0,1987-12-01,0,5.7,5007.994,115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-31,0.6332315047021944,0.6901012016718913,0.6500466405433647,0.183183434613375,122.79620368338558,-9.51896290491118,0.0453583881922674,0.0163081980929989,0.1829303761755485,5.63701671891327,0.6871995820271682,0.0603999999999999,0.7739,0.1657039999999999,0.5700172,100.0,0.0,34.696,10.852,1988.0,1.0,16.0,12.6,1.0,0.0,1988-01-01,0,5.7,5073.372,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-29,0.6261809218559218,0.6762277167277168,0.6386090354090354,0.2151056944444443,121.5871713064713,-9.74992213064713,0.0452781990231989,0.0262816317155066,0.1721945543345542,5.253724053724054,0.6767704517704518,0.062665,0.78189,0.155455,0.50641225,100.0,0.0,35.84,9.4925,1988.0,2.0,47.5,6.5,1.0,0.0,1988-02-01,0,5.7,5073.372,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,0.6305803684119381,0.6647712064709473,0.6439343384200392,0.2057437602768776,121.0321421276402,-10.055840884508587,0.0440401595869582,0.0308622169837418,0.1591386818225845,5.355590606765055,0.6591008153992463,0.0616925,0.7979825,0.140335,0.4826069999999999,100.0,0.0,36.8575,8.7675,1988.0,3.0,75.5,10.5,1.0,0.0,1988-03-01,0,5.7,5073.372,116.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-30,0.6300321989558506,0.6543280949948926,0.6161855117466802,0.1827163703149471,119.2153727999092,-10.24483819543752,0.0438859094313925,0.0391006902122346,0.1645588845193507,5.604742367495176,0.6763125638406537,0.0669759999999999,0.789854,0.143184,0.4525133999999999,100.0,0.0022222222222222,38.662,8.432,1988.0,4.0,107.0,15.0,2.0,0.0,1988-04-01,0,5.4,5190.036,117.2,14,6,0.0954923,0.09319987,0.040830366,0.035972618,0.049457528,0.029748432,0.02100906,0.014861719,0.09319987,0.024007719,0.023180539,0.019159079,0.031754702,0.015017494,0.013590354,0.017442215,0.0954923,0.008092619,0.027306793,0.038285803,0.04562649,0.037031285,0.0698917,0.05533724,0.02676134,0.0051286677,0.0333277,0.023576876,0.014294287,0.035176616,0.01606139,0.039377254,,
1988-05-31,0.6391070150084134,0.6607833000868479,0.6347086406258481,0.1595189479366823,120.80151233783856,-10.122333176599902,0.0465176627042283,0.0577813954350539,0.1643522313819681,5.57171945394344,0.6980391358627802,0.0744649999999999,0.7727675,0.1527849999999999,0.48539275,100.0,0.0110819356239483,38.5775,8.165,1988.0,5.0,138.5,19.5,2.0,0.0,1988-05-01,0,5.6,5190.036,117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,0.6259293398630354,0.6550532183999576,0.6167105253623189,0.1754575725759143,119.6513771652864,-10.131175808913309,0.0475267598343684,0.051598641192865,0.1591753765196156,5.564792031639858,0.6923800233582842,0.0725524999999999,0.7648524999999999,0.1625674999999999,0.53561975,100.0,0.0165147051016615,38.23,8.675,1988.0,6.0,166.5,23.5,2.0,0.0,1988-06-01,0,5.4,5190.036,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-31,0.6352536068924832,0.6741346478989175,0.6205375188706425,0.1753998143954671,118.50500263791142,-9.95599728361526,0.0478928579385657,0.0392338067528226,0.1616106196924174,4.951726824985252,0.7126948457285536,0.079626,0.7620979999999999,0.1582559999999999,0.4396989999999999,100.0,0.0200260663182011,37.796,8.74,1988.0,7.0,198.0,28.0,3.0,0.0,1988-07-01,0,5.4,5282.835,118.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-31,0.6525463644582203,0.6808722926426215,0.6516137184025454,0.1550487521746181,116.76398404093727,-9.947667385424372,0.0478240303191738,0.025142860900021,0.1629402987155553,4.721178513143837,0.7364800905216442,0.075805,0.7688375000000001,0.15535,0.45936625,100.0,0.0113324498373897,36.2325,9.19,1988.0,8.0,229.5,32.5,3.0,0.0,1988-08-01,0,5.6,5282.835,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,0.6409868160054719,0.681269769884698,0.6397538214122859,0.1588312471337371,118.62292651863072,-9.99979954888932,0.0477262090417561,0.0201896053530714,0.1584392101491759,4.594095661520423,0.7147213536577421,0.075895,0.7647125,0.1594,0.4614602499999999,100.0,0.0117655201615529,36.8275,9.37,1988.0,9.0,257.5,36.5,3.0,0.0,1988-09-01,0,5.4,5282.835,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
