week_date,danceability,energy,valence,acousticness,tempo,loudness,speechiness,instrumentalness,liveness,key,mode,neg,neu,pos,compound,num_songs_on_chart,spotify_track_explicit,Peak Position,Weeks on Chart,year,month,day_of_year,week_of_year,quarter,is_holiday_season,DATE,USREC,UNRATE,GDP,CPIAUCSL,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,dominant_topic,second_topic,dominant_topic_prob,second_topic_prob,dominant_topic_label,second_topic_label
2016-11-30,0.6500384541054076,0.6471543107081361,0.4512219807884501,0.1628669859871882,121.03152584588616,-6.218181452515985,0.1430434914628712,0.0032269770575202,0.1724625124023166,5.223257354092162,0.5599450324507218,0.0646475,0.8412999999999999,0.094025,0.2155039999999999,100.0,0.4346226324218232,41.665,12.3175,2016.0,11.0,320.5,45.5,4.0,1.0,2016-11-01,0,4.7,19089.379,242.026,0.028027155999999998,0.02405957475,0.01968549525,0.029049791749999998,0.0160401675,0.010522345,0.03980758025,0.02725958875,0.027227564,0.0272145605,0.02107001025,0.017078447,0.016787726500000003,0.04441022,0.05108897175,0.0234607695,0.03048267025,0.028808899750000002,0.04728206575,0.017597923624999998,0.041872686,0.10427441375,0.017015310999999998,0.076226935,0.027638843,0.04903619175,0.019275961,0.03007278525,0.053500971499999994,0.034124342,21,23,0.10427441375,0.076226935,,
2016-12-31,0.6463715060837577,0.635016561262026,0.4594940624646292,0.1918778472835313,121.1375335229202,-6.500990541171477,0.1283881532258063,0.0031769926103564,0.1587110250424447,5.138245614035087,0.5909408602150538,0.0660689645294626,0.8317706544266077,0.1021308272613669,0.2411413309622224,101.4,0.3963122524052065,39.88088013073152,11.77612900124964,2016.0,12.0,352.0,50.0,4.0,1.0,2016-12-01,0,4.7,19089.379,242.637,0.0291855544,0.0257137716,0.020708273399999998,0.0279519116,0.020725363200000003,0.01039947,0.031882887,0.025977722,0.020440401400000002,0.0296425488,0.0228018726,0.015270692399999999,0.026191212,0.043185978400000005,0.061943691,0.0215303862,0.0256757546,0.027834199999999996,0.0386275452,0.015403525400000001,0.0429850878,0.10033343219999999,0.017391143,0.07317071680000001,0.0359537162,0.0413330372,0.0193227184,0.028486904400000002,0.0577333372,0.0421971266,21,23,0.10033343219999999,0.07317071680000001,,
2017-01-31,0.6532279259834556,0.626529212400433,0.4728818034986859,0.2154222540881864,121.84122349619078,-6.6946684694762695,0.1400134898200382,0.000443469718071,0.1418845009045119,5.235413889617116,0.6314303711193284,0.0704697603485838,0.8281043954248366,0.1014139978213507,0.2053372859477124,102.5,0.386577678285836,39.85040849673203,11.744831154684096,2017.0,1.0,17.5,2.5,1.0,0.0,2017-01-01,0,4.7,19280.084,243.618,0.033503217,0.0240011505,0.02436668425,0.027905548500000002,0.0218569435,0.00856314835,0.03239398025,0.022740635,0.0223914635,0.03409685575,0.0221724065,0.013449203125,0.0227365185,0.03645039925,0.0664470585,0.0217689265,0.028318504,0.0173337865,0.0380895,0.019240379000000002,0.031634288499999996,0.09751759625,0.017814056,0.09608254875,0.05162343825,0.036589333,0.01214598025,0.02450988825,0.0533030235,0.040953516,21,23,0.09751759625,0.09608254875,,
2017-02-28,0.6587731182795699,0.6470252688172042,0.480377804187889,0.2004985942275042,121.92144329371816,-6.315955178268252,0.1277770458404074,0.0004704301641199,0.136479323712507,4.606168647425014,0.6356819468024901,0.0626699999999999,0.840995,0.09632,0.221555,100.0,0.3563101301641199,40.76,12.015,2017.0,2.0,45.5,6.5,1.0,0.0,2017-02-01,0,4.6,19280.084,244.006,0.021883799500000002,0.0254227485,0.02347486,0.023409535750000002,0.0169559165,0.00898518995,0.028813808,0.01988083575,0.02624604375,0.039119879499999996,0.02299595,0.01640875025,0.02283347325,0.031734514000000005,0.081104675,0.021230236,0.02702959875,0.0187628295,0.0399683125,0.018878863,0.0308516975,0.0953032125,0.03038565225,0.07529862749999999,0.0493662145,0.043203958,0.011906235875,0.02568926125,0.057556534,0.045298774,21,14,0.0953032125,0.081104675,,
2017-03-31,0.661922300388927,0.6410016872569206,0.4685634122626401,0.1983711913749713,121.13653142873484,-6.25612871768474,0.120312448524365,0.0037528106554563,0.1432979953099976,4.743193777167696,0.6229409746053535,0.0625549999999999,0.8331474999999999,0.1042874999999999,0.2513869999999999,100.0,0.3796900022878059,38.0125,11.25,2017.0,3.0,73.5,10.5,1.0,0.0,2017-03-01,0,4.4,19280.084,243.892,0.02505502075,0.02971398025,0.024646818,0.01915462225,0.014242619625,0.007748908175,0.03098275625,0.018567866750000002,0.03528404875,0.030572389499999998,0.02408744025,0.014839838250000001,0.025356748499999998,0.02675343675,0.08339868624999999,0.023285814000000002,0.026330693,0.02320750625,0.04434697225,0.01910748575,0.0324597575,0.087291645,0.026293933499999998,0.08535825425,0.03969738825,0.03898212575,0.0095869385,0.0214436555,0.0667897465,0.04541288425,21,23,0.087291645,0.08535825425,,
2017-04-30,0.6749367998567635,0.6277185113345867,0.4458691331702027,0.1899098180199535,120.47211092874976,-6.527528160405041,0.1286749420588264,0.0051247614136651,0.1594477271144798,5.008101817313718,0.6322242447753474,0.058562,0.8416499999999999,0.099798,0.2128459999999999,100.0,0.4387514547462027,37.026,10.984,2017.0,4.0,105.0,15.0,2.0,0.0,2017-04-01,0,4.4,19438.643,244.193,0.025786055800000002,0.028883350800000002,0.0262253034,0.0250889804,0.0128144774,0.00753918264,0.0321310876,0.0199402946,0.034976968,0.027826839199999998,0.0238536842,0.0111445518,0.028304353999999997,0.023693045200000002,0.0886783412,0.0210524596,0.022647167200000002,0.021966567200000002,0.05640669659999999,0.0177071296,0.025823046199999998,0.10052021199999998,0.018013365400000002,0.07847927,0.0455186722,0.0266821934,0.00783332028,0.0220899344,0.074697638,0.0436757916,21,14,0.10052021199999998,0.0886783412,,
2017-05-31,0.6768409574468085,0.6462300111982082,0.4864154395296752,0.1853325937290033,122.14395327547592,-6.218144820828668,0.1254940621500559,0.0060924892777155,0.1540062709966405,4.802379619260918,0.6534994400895857,0.0619675,0.8452875,0.0927325,0.1295432499999999,100.0,0.4575307950727883,37.6175,11.02,2017.0,5.0,136.5,19.5,2.0,0.0,2017-05-01,0,4.4,19438.643,244.004,0.030351931750000002,0.021769515,0.02085861975,0.0204384565,0.014472245000000002,0.0079773855,0.04001610775,0.022349947250000002,0.04060259975,0.02782338825,0.02467382525,0.012937312749999999,0.02430341225,0.025189909,0.08059082,0.01661380925,0.02245873525,0.02153443025,0.06058827125,0.0138461865,0.02475226325,0.11272626875,0.01763524625,0.09093792,0.023141236500000002,0.02394205375,0.006503068,0.025150072750000002,0.08812891125,0.037686041499999996,21,23,0.11272626875,0.09093792,,
2017-06-30,0.6886962206047033,0.6536776931690929,0.5192351343784994,0.1683950928891376,121.58419504479284,-5.921959098544233,0.1161926959686449,0.0037398186170212,0.145103323068309,5.4657334826427775,0.6798712206047033,0.0609699999999999,0.8498300000000001,0.0891549999999999,0.141173,100.0,0.3968924972004479,40.23,11.395,2017.0,6.0,164.5,23.5,2.0,0.0,2017-06-01,0,4.3,19438.643,244.163,0.033669591,0.0185863545,0.0235900405,0.020242892,0.01616157525,0.0081029085,0.0475851845,0.016453902,0.040139168,0.0312206335,0.02655389475,0.014316492125,0.024625573249999998,0.02960798425,0.08425595999999999,0.015699624500000002,0.0228089325,0.02386656475,0.05854916925,0.010793796000000001,0.02705630375,0.098388771,0.02196543675,0.10934424375,0.0194581405,0.01635588,0.006007288925,0.02187173375,0.08168503225,0.03103690025,23,21,0.10934424375,0.098388771,,
2017-07-31,0.6954340471869329,0.662089001814882,0.5483801572897762,0.1472454276588021,121.52761401088928,-5.805388166969147,0.1140410840895341,0.0049841929340592,0.1475925323653962,5.726993345432547,0.6764912280701754,0.057986,0.8553460000000002,0.086602,0.1276134,100.0,0.4051063829787233,39.552,12.584,2017.0,7.0,196.0,28.0,3.0,0.0,2017-07-01,0,4.3,19692.595,244.243,0.035828921400000005,0.0203103476,0.026458143,0.019087453999999997,0.0137262686,0.0087813253,0.049958555,0.0131047475,0.0433214164,0.028107516,0.0327848054,0.015258913600000002,0.0245962586,0.0303791002,0.07364305600000001,0.012077020499999999,0.023799934000000002,0.0264768634,0.055362142999999996,0.0140371091,0.0306856652,0.091453348,0.0265286342,0.10064523700000001,0.0229900958,0.023273328599999997,0.00735612194,0.0225731868,0.0757902452,0.0316042174,23,21,0.10064523700000001,0.091453348,,
2017-08-31,0.695031528976869,0.6607184249659839,0.5495753461811701,0.1317688804326361,122.57947755270985,-5.864686861069971,0.1100235270743777,0.0057973492423147,0.1486117377692686,5.517475225469301,0.653377524112271,0.0618175,0.8524875000000001,0.0856349999999999,0.11158,100.0,0.3734476032221941,40.305,12.9175,2017.0,8.0,227.5,32.5,3.0,0.0,2017-08-01,0,4.4,19692.595,245.183,0.03620885425,0.02163687525,0.029345436500000002,0.0193473405,0.01834744875,0.012837013250000001,0.03576954075,0.011485381874999999,0.04672283575,0.0297327545,0.0343570885,0.0172129785,0.022031217,0.03604441025,0.061386024,0.010130232,0.0232727415,0.02463717275,0.063021384,0.02122113125,0.023291702,0.0981460375,0.02550030925,0.105792231,0.02335795425,0.029098972,0.0077965572,0.01967456575,0.06370842425,0.0288853605,23,21,0.105792231,0.0981460375,,
