week_date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1959-03-28,0.032702852,0.0236888,0.024648258,0.027239893,0.025897123,0.0060817944,0.07878781,0.0228969,0.027560687,0.016316324,0.031177642,0.028046995,0.016430954,0.023000222,0.041071802,0.013068798,0.03505333,0.047511067,0.089749135,0.03816929,0.08975033,0.063788034,0.025993248,0.016322875,0.05801633,0.0066097127,0.014759172,0.014812027,0.01191376,0.048934903
1959-04-04,0.032111283,0.021130709,0.024315923,0.016820317,0.02583,0.006170733,0.07446276,0.023375291,0.026780304,0.016595302,0.033755254,0.040685922,0.01591615,0.024204653,0.03754981,0.014940623,0.031677414,0.05118648,0.09127561,0.03690785,0.08984735,0.06367284,0.02892167,0.015865004,0.059838157,0.006433607,0.014331778,0.015098299,0.011756494,0.048542485
1959-04-11,0.024170093,0.02164031,0.024616495,0.016427673,0.02615427,0.008766934,0.07537307,0.02492969,0.026953068,0.017646693,0.034026735,0.044701144,0.020424329,0.027276637,0.042362045,0.018714627,0.027352583,0.056771383,0.08313935,0.034790337,0.08904387,0.06601883,0.029055161,0.0014162732,0.05249312,0.008588448,0.01570739,0.016052613,0.013929188,0.051457714
1959-04-18,0.024713883,0.022344729,0.023822663,0.014323939,0.022475751,0.008673827,0.071223624,0.026814857,0.028830083,0.019199675,0.03806063,0.052650146,0.021380842,0.025985684,0.04223116,0.017505832,0.02712252,0.054497577,0.07837848,0.03870532,0.09377784,0.06104436,0.031344768,0.0014359958,0.045707334,0.008897907,0.014368167,0.016481379,0.016250312,0.05175079
1959-04-25,0.025234796,0.02204785,0.021442352,0.0114696035,0.020385617,0.007985295,0.07061923,0.026442407,0.028692324,0.021002471,0.036932122,0.04751382,0.021029886,0.026266882,0.03858174,0.01638134,0.028191576,0.060617156,0.08287418,0.038742185,0.09614827,0.06436939,0.030773213,0.0014002044,0.04562621,0.010508427,0.014191241,0.01693293,0.013818846,0.053778503
1959-05-02,0.0267157,0.025817845,0.021707665,0.014420051,0.021890277,0.0061920695,0.05038178,0.029854704,0.028761985,0.020090729,0.026464554,0.049876984,0.020207373,0.025209222,0.044077832,0.015295815,0.034926012,0.057851657,0.09259331,0.03680621,0.09864235,0.06687985,0.03490543,0.002838656,0.04121807,0.01005894,0.015157579,0.01803924,0.010658535,0.052459646
1959-05-09,0.025362147,0.027376005,0.02231093,0.018711949,0.021851042,0.0060606063,0.047231935,0.030281786,0.02789591,0.020466188,0.035246223,0.055690814,0.01767241,0.024667993,0.043608002,0.015496395,0.034048107,0.05671991,0.08614055,0.035401102,0.09585653,0.066455096,0.03567849,0.0039388677,0.04488001,0.014414503,0.015492709,0.017434685,0.0066573643,0.04695182
1959-05-16,0.03357967,0.018860752,0.022592604,0.02004394,0.012599722,0.007240398,0.05717434,0.028826974,0.028818818,0.021520307,0.03513835,0.047245845,0.018228501,0.023128023,0.049024,0.016490757,0.03081937,0.054216843,0.09203838,0.03927262,0.10048994,0.063748084,0.03907956,0.0035744766,0.04166086,0.012002859,0.0136445435,0.018431244,0.00682681,0.04368147
1959-05-23,0.029847933,0.018048333,0.022559868,0.016577795,0.014740835,0.0121810045,0.06173276,0.027082097,0.028885985,0.02315812,0.038602524,0.045415662,0.016426416,0.02124588,0.049622037,0.017117064,0.032862123,0.050951313,0.09716058,0.049340717,0.10356333,0.061261047,0.032072425,0.004808671,0.033924047,0.011520932,0.014460713,0.015820328,0.0063892473,0.0426203
1959-05-30,0.030197274,0.014882816,0.021993099,0.01699607,0.014735779,0.0128818285,0.06408892,0.030327896,0.03159747,0.025734019,0.04214512,0.04448965,0.023742886,0.015727857,0.035664957,0.017057082,0.035482567,0.05208026,0.08377071,0.049182124,0.099175304,0.0614327,0.03652229,0.0051284293,0.04086458,0.012749405,0.015635561,0.013606212,0.00640616,0.04570103
